pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"Kepler-83 d","Kepler-83",2,3,0,0,"Transit",2014,"Kepler",5.16980995,1.810,,,,400.4090000
"Kepler-293 b","Kepler-293",1,2,0,0,"Transit",2014,"Kepler",19.25404056,,,,,974.6330000
"Kepler-292 f","Kepler-292",1,5,0,0,"Transit",2014,"Kepler",20.83419383,,,,,1056.4800000
"HD 77338 b","HD 77338",1,1,0,0,"Radial Velocity",2012,"La Silla Observatory",5.73610000,,15.90000,,,45.9350000
"Kepler-51 c","Kepler-51",1,3,0,0,"Transit",2012,"Kepler",85.31657760,6.100,,,,783.8310000
"Kepler-489 b","Kepler-489",1,1,0,0,"Transit",2016,"Kepler",17.27629612,7.720,,,3.310,369.6450000
"Kepler-489 b","Kepler-489",1,1,0,0,"Transit",2016,"Kepler",17.27629755,,,,,369.6450000
"Kepler-467 b","Kepler-467",1,1,0,0,"Transit",2016,"Kepler",24.99324193,2.280,,,,466.2650000
"Kepler-472 b","Kepler-472",1,1,0,0,"Transit",2016,"Kepler",4.17625419,3.070,,,,306.6020000
"Kepler-827 b","Kepler-827",1,1,0,0,"Transit",2016,"Kepler",51.92916268,,,,,2046.6800000
"Kepler-827 b","Kepler-827",1,1,0,0,"Transit",2016,"Kepler",51.92927591,5.140,,,,2046.6800000
"Kepler-289 c","Kepler-289",1,3,0,0,"Transit",2014,"Kepler",125.86546000,18.600,,,4.700,704.4380000
"Kepler-289 c","Kepler-289",1,3,0,0,"Transit",2014,"Kepler",125.86543389,18.170,,,,704.4380000
"Kepler-889 b","Kepler-889",1,1,0,0,"Transit",2016,"Kepler",3.74443645,1.100,,,,598.3130000
"Kepler-888 b","Kepler-888",1,1,0,0,"Transit",2016,"Kepler",70.69870888,,,,,420.8170000
"Kepler-79 d","Kepler-79",1,4,0,0,"Transit",2014,"Kepler",52.09080482,,,,,1020.7200000
"Kepler-79 d","Kepler-79",1,4,0,0,"Transit",2014,"Kepler",52.09081602,5.700,,,,1020.7200000
"Kepler-106 e","Kepler-106",1,4,0,0,"Transit",2014,"Kepler",43.84439721,,,,,444.3220000
"Kepler-117 c","Kepler-117",1,2,0,0,"Transit",2014,"Kepler",50.79035891,,,,,1455.5700000
"Kepler-117 c","Kepler-117",1,2,0,0,"Transit",2014,"Kepler",50.79039120,,,,,1455.5700000
"Kepler-117 c","Kepler-117",1,2,0,0,"Transit",2014,"Kepler",50.79034648,10.600,,,,1455.5700000
"Kepler-120 b","Kepler-120",1,2,0,0,"Transit",2014,"Kepler",6.31250483,,,,,388.6300000
"Kepler-120 b","Kepler-120",1,2,0,0,"Transit",2014,"Kepler",6.31250373,2.060,,,,388.6300000
"Kepler-514 b","Kepler-514",2,1,0,0,"Transit",2016,"Kepler",5.65178922,2.030,,,,455.3360000
"Kepler-137 b","Kepler-137",1,2,0,0,"Transit",2014,"Kepler",8.43639364,1.690,,,4.270,302.9790000
"Kepler-132 b","Kepler-132",2,4,0,0,"Transit",2014,"Kepler",6.17828255,1.040,,,,349.5490000
"Kepler-92 b","Kepler-92",1,3,0,0,"Transit",2013,"Kepler",13.74882953,,,,,477.9920000
"Kepler-136 b","Kepler-136",2,2,0,0,"Transit",2014,"Kepler",11.57887055,,,,,420.8180000
"Kepler-136 b","Kepler-136",2,2,0,0,"Transit",2014,"Kepler",11.57894000,1.910,,,2.000,420.8180000
"Kepler-254 d","Kepler-254",1,3,0,0,"Transit",2014,"Kepler",,2.676,,,,1389.4800000
"Kepler-31 d","Kepler-31",1,3,0,0,"Transit",2014,"Kepler",87.64890100,4.560,,,,1664.6400000
"Kepler-286 d","Kepler-286",1,4,0,0,"Transit",2014,"Kepler",5.91432300,1.330,,,,1226.8500000
"Kepler-286 d","Kepler-286",1,4,0,0,"Transit",2014,"Kepler",5.91428767,1.480,,,,1226.8500000
"Kepler-296 b","Kepler-296",2,5,0,0,"Transit",2014,"Kepler",,0.987,,,,
"Kepler-296 b","Kepler-296",2,5,0,0,"Transit",2014,"Kepler",10.86443187,35.380,,,,
"Kepler-253 b","Kepler-253",1,3,0,0,"Transit",2014,"Kepler",3.78398600,1.630,,,,838.5950000
"Kepler-98 b","Kepler-98",1,1,0,0,"Transit",2014,"Kepler",1.54168000,1.990,3.55000,2.18000,2.790,350.3150000
"Kepler-98 b","Kepler-98",1,1,0,0,"Transit",2014,"Kepler",1.54167663,,,,,350.3150000
"Kepler-516 b","Kepler-516",1,1,0,0,"Transit",2016,"Kepler",24.85466504,7.610,,,,687.0940000
"Kepler-516 b","Kepler-516",1,1,0,0,"Transit",2016,"Kepler",24.85466504,,,,,687.0940000
"Kepler-510 b","Kepler-510",1,1,0,0,"Transit",2016,"Kepler",19.55662003,2.450,,,,386.1770000
"Kepler-131 b","Kepler-131",1,2,0,0,"Transit",2014,"Kepler",16.09196403,,,,,228.6780000
"Kepler-518 b","Kepler-518",1,1,0,0,"Transit",2016,"Kepler",8.51204786,,,,,337.9010000
"Kepler-99 b","Kepler-99",2,1,0,0,"Transit",2014,"Kepler",,1.511,,,,208.3690000
"Kepler-521 b","Kepler-521",1,1,0,0,"Transit",2016,"Kepler",22.20809549,,,,,830.6380000
"Kepler-574 b","Kepler-574",1,1,0,0,"Transit",2016,"Kepler",7.65880048,,,,,682.8960000
"Kepler-251 c","Kepler-251",1,4,0,0,"Transit",2014,"Kepler",16.51412820,3.590,,,,924.6250000
"Kepler-251 c","Kepler-251",1,4,0,0,"Transit",2014,"Kepler",16.51410989,2.720,,,,924.6250000
"Kepler-188 c","Kepler-188",1,2,0,0,"Transit",2014,"Kepler",5.99653500,2.730,,,4.370,968.5440000
"Kepler-188 c","Kepler-188",1,2,0,0,"Transit",2014,"Kepler",5.99653711,,,,,968.5440000
"Kepler-547 b","Kepler-547",1,1,0,0,"Transit",2016,"Kepler",6.01038429,4.000,,,2.880,378.9720000
"Kepler-646 b","Kepler-646",1,1,0,0,"Transit",2016,"Kepler",15.87361030,,,,,451.7940000
"Kepler-721 b","Kepler-721",1,1,0,0,"Transit",2016,"Kepler",5.39203498,,,,,926.5980000
"Kepler-338 b","Kepler-338",1,4,0,0,"Transit",2014,"Kepler",13.72699000,2.580,,,,552.7980000
"Kepler-1647 b","Kepler-1647",2,1,0,1,"Transit",2016,"Kepler",1107.59230000,11.874,483.00000,,4.400,1212.4500000
"Kepler-156 b","Kepler-156",1,2,0,0,"Transit",2014,"Kepler",4.97345141,2.590,,,5.370,443.4830000
"Kepler-146 c","Kepler-146",1,2,0,0,"Transit",2014,"Kepler",,2.763,,,,716.7970000
"Kepler-80 c","Kepler-80",1,6,0,0,"Transit",2012,"Kepler",9.52163090,,,,,369.4510000
"Kepler-150 d","Kepler-150",1,5,0,0,"Transit",2014,"Kepler",12.56092796,2.780,,,4.570,891.0920000
"Kepler-159 c","Kepler-159",1,2,0,0,"Transit",2014,"Kepler",43.58642609,3.670,,,2.510,373.7440000
"Kepler-202 c","Kepler-202",1,2,0,0,"Transit",2014,"Kepler",16.28249175,,,,,285.1110000
"Kepler-170 c","Kepler-170",1,2,0,0,"Transit",2014,"Kepler",16.66586300,2.860,,,,738.6570000
"Kepler-170 c","Kepler-170",1,2,0,0,"Transit",2014,"Kepler",16.66591162,2.720,,,,738.6570000
"Kepler-172 c","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",,2.917,,,,828.5920000
"Kepler-721 b","Kepler-721",1,1,0,0,"Transit",2016,"Kepler",5.39202539,2.760,,,,926.5980000
"Kepler-912 b","Kepler-912",1,1,0,0,"Transit",2016,"Kepler",,4.598,,,,2004.7200000
"Kepler-312 c","Kepler-312",1,2,0,0,"Transit",2014,"Kepler",19.74733983,,,,,797.7200000
"Kepler-909 b","Kepler-909",1,1,0,0,"Transit",2016,"Kepler",13.93300143,,,,,309.5960000
"Kepler-909 b","Kepler-909",1,1,0,0,"Transit",2016,"Kepler",13.93281000,1.380,,,1.220,309.5960000
"Kepler-915 b","Kepler-915",1,1,0,0,"Transit",2016,"Kepler",4.59489604,1.500,,,3.390,849.0360000
"Kepler-252 c","Kepler-252",1,2,0,0,"Transit",2014,"Kepler",10.84844792,2.380,,,,379.4240000
"Kepler-470 b","Kepler-470",1,1,0,0,"Transit",2016,"Kepler",24.66919569,14.440,,,1.860,929.8110000
"Kepler-470 b","Kepler-470",1,1,0,0,"Transit",2016,"Kepler",24.66919569,12.300,,,,929.8110000
"Kepler-788 b","Kepler-788",1,1,0,0,"Transit",2016,"Kepler",8.39827939,,,,,1775.8000000
"Kepler-788 b","Kepler-788",1,1,0,0,"Transit",2016,"Kepler",8.39842977,,,,,1775.8000000
"Kepler-276 c","Kepler-276",1,3,0,0,"Transit",2013,"Kepler",31.88415690,3.150,,,,1144.8600000
"Kepler-787 b","Kepler-787",1,1,0,0,"Transit",2016,"Kepler",0.92831050,1.280,,,3.390,503.5680000
"Kepler-787 b","Kepler-787",1,1,0,0,"Transit",2016,"Kepler",,1.342,,,,503.5680000
"Kepler-786 b","Kepler-786",1,1,0,0,"Transit",2016,"Kepler",53.52934870,2.430,,,2.510,485.3180000
"Kepler-275 c","Kepler-275",1,3,0,0,"Transit",2014,"Kepler",16.08821000,2.840,,,0.310,2034.2500000
"Kepler-145 c","Kepler-145",1,2,0,0,"Transit",2013,"Kepler",42.88247951,,,,,566.8500000
"Kepler-252 c","Kepler-252",1,2,0,0,"Transit",2014,"Kepler",10.84844155,,,,,379.4240000
"Kepler-174 c","Kepler-174",1,3,0,0,"Transit",2014,"Kepler",44.00028934,,,,,384.7570000
"Proxima Cen b","Proxima Cen",3,1,0,0,"Radial Velocity",2016,"European Southern Observatory",11.18680000,,,,,1.3011900
"Kepler-186 d","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",13.34295116,1.280,,,,177.5940000
"Kepler-186 d","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",13.34302938,,,,,177.5940000
"Kepler-186 d","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",13.34300250,,,,,177.5940000
"Kepler-253 d","Kepler-253",1,3,0,0,"Transit",2014,"Kepler",18.11993039,,,,,838.5950000
"Kepler-192 c","Kepler-192",1,3,0,0,"Transit",2014,"Kepler",21.22349325,2.630,,,,651.6740000
"Kepler-470 b","Kepler-470",1,1,0,0,"Transit",2016,"Kepler",24.66919569,12.300,,,,929.8110000
"Kepler-117 b","Kepler-117",1,2,0,0,"Transit",2014,"Kepler",18.79590048,6.650,,,3.550,1455.5700000
"Kepler-519 b","Kepler-519",2,1,0,0,"Transit",2016,"Kepler",24.30789460,2.100,,,1.910,246.6100000
"Kepler-520 b","Kepler-520",1,2,0,0,"Transit",2016,"Kepler",19.67417637,,,,,623.9010000
"Kepler-520 b","Kepler-520",1,2,0,0,"Transit",2016,"Kepler",19.67423000,1.800,,,0.930,623.9010000
"Kepler-137 c","Kepler-137",1,2,0,0,"Transit",2014,"Kepler",18.73572100,2.210,,,4.400,302.9790000
"Kepler-829 b","Kepler-829",1,1,0,0,"Transit",2016,"Kepler",6.88337610,1.690,,,,1073.7600000
"Kepler-223 e","Kepler-223",1,4,0,0,"Transit",2014,"Kepler",19.72436720,,,,,1859.7100000
"Kepler-224 b","Kepler-224",1,4,0,0,"Transit",2014,"Kepler",3.13295351,,,,,782.0880000
"Kepler-235 e","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",46.18366900,2.220,,,,428.0180000
"Kepler-235 e","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",46.18415000,1.940,,,,428.0180000
"Kepler-238 c","Kepler-238",1,5,0,0,"Transit",2014,"Kepler",,2.734,,,,1798.7500000
"Kepler-244 c","Kepler-244",1,3,0,0,"Transit",2014,"Kepler",9.76731600,2.600,,,0.500,1036.4900000
"Kepler-247 b","Kepler-247",1,3,0,0,"Transit",2014,"Kepler",3.33615700,,,,,663.7110000
"Kepler-257 b","Kepler-257",1,3,0,0,"Transit",2014,"Kepler",2.38264321,,,,,780.2560000
"Kepler-216 b","Kepler-216",1,2,0,0,"Transit",2014,"Kepler",7.69364042,2.230,,,3.550,1187.4700000
"Kepler-885 b","Kepler-885",1,1,0,0,"Transit",2016,"Kepler",18.11473813,,,,,651.3180000
"Kepler-852 b","Kepler-852",1,1,0,0,"Transit",2016,"Kepler",44.93067060,2.490,,,,1619.0300000
"Kepler-884 b","Kepler-884",1,1,0,0,"Transit",2016,"Kepler",5.69919514,1.320,,,,476.7330000
"Kepler-881 b","Kepler-881",1,1,0,0,"Transit",2016,"Kepler",4.44448017,1.780,,,3.800,1375.1800000
"Kepler-137 c","Kepler-137",1,2,0,0,"Transit",2014,"Kepler",18.73577127,2.100,,,,302.9790000
"Kepler-139 b","Kepler-139",1,2,0,0,"Transit",2014,"Kepler",15.77111583,2.730,,,,391.0380000
"Kepler-523 b","Kepler-523",1,1,0,0,"Transit",2016,"Kepler",,1.874,,,,253.2950000
"Kepler-133 c","Kepler-133",1,2,0,0,"Transit",2014,"Kepler",31.51780202,2.940,,,,653.6000000
"Kepler-512 b","Kepler-512",1,1,0,0,"Transit",2016,"Kepler",34.43596883,,,,,467.3750000
"Kepler-514 b","Kepler-514",2,1,0,0,"Transit",2016,"Kepler",5.65183800,1.650,,,3.530,455.3360000
"Kepler-650 b","Kepler-650",1,1,0,0,"Transit",2016,"Kepler",3.03214559,3.490,,,,884.3780000
"Kepler-247 b","Kepler-247",1,3,0,0,"Transit",2014,"Kepler",3.33612510,1.650,,,,663.7110000
"Kepler-83 c","Kepler-83",2,3,0,0,"Transit",2012,"Kepler",20.09020088,2.200,,,3.090,400.4090000
"Kepler-162 c","Kepler-162",1,2,0,0,"Transit",2014,"Kepler",19.44638698,3.280,,,,855.6410000
"Kepler-185 c","Kepler-185",1,2,0,0,"Transit",2014,"Kepler",20.72904234,,,,,466.7350000
"Kepler-174 b","Kepler-174",1,3,0,0,"Transit",2014,"Kepler",13.98179000,1.960,,,,384.7570000
"Kepler-175 b","Kepler-175",1,2,0,0,"Transit",2014,"Kepler",,3.093,,,,1312.3400000
"Kepler-175 b","Kepler-175",1,2,0,0,"Transit",2014,"Kepler",11.90352088,2.560,,,,1312.3400000
"Kepler-176 c","Kepler-176",1,4,0,0,"Transit",2014,"Kepler",12.75934834,2.540,,,4.680,527.3210000
"Kepler-881 b","Kepler-881",1,1,0,0,"Transit",2016,"Kepler",,1.732,,,,1375.1800000
"Kepler-881 b","Kepler-881",1,1,0,0,"Transit",2016,"Kepler",4.44448260,1.710,,,,1375.1800000
"Kepler-879 b","Kepler-879",1,1,0,0,"Transit",2016,"Kepler",33.38558862,,,,,802.6720000
"Kepler-878 b","Kepler-878",1,1,0,0,"Transit",2016,"Kepler",25.94220330,1.930,,,4.570,791.6250000
"Kepler-878 b","Kepler-878",1,1,0,0,"Transit",2016,"Kepler",25.94218308,,,,,791.6250000
"KOI-351 d","KOI-351",1,8,0,0,"Transit",2013,"Kepler",59.73721246,,,,,848.2540000
"Kepler-908 b","Kepler-908",3,1,0,0,"Transit",2016,"Kepler",1.34059747,1.220,,,3.020,290.8430000
"Kepler-908 b","Kepler-908",3,1,0,0,"Transit",2016,"Kepler",1.34059678,,,,,290.8430000
"Kepler-911 b","Kepler-911",1,1,0,0,"Transit",2016,"Kepler",,2.527,,,,556.1680000
"Kepler-911 b","Kepler-911",1,1,0,0,"Transit",2016,"Kepler",20.31055173,,,,,556.1680000
"OGLE-TR-111 b","OGLE-TR-111",1,1,0,0,"Transit",2004,"OGLE",4.01444770,11.332,174.80650,0.65000,9.700,1068.3300000
"OGLE-TR-111 b","OGLE-TR-111",1,1,0,0,"Transit",2004,"OGLE",4.01444770,11.781,247.90740,0.84000,8.800,1068.3300000
"OGLE-TR-132 b","OGLE-TR-132",1,1,0,0,"Transit",2004,"OGLE",1.68986800,14.011,371.86110,0.78000,1.500,2012.6200000
"OGLE-TR-211 b","OGLE-TR-211",1,1,0,0,"Transit",2007,"OGLE",3.67724000,15.244,327.35100,,,1515.2600000
"Kepler-719 b","Kepler-719",1,1,0,0,"Transit",2016,"Kepler",5.00731200,7.400,,,0.400,2497.5100000
"Kepler-559 b","Kepler-559",1,1,0,0,"Transit",2016,"Kepler",17.58751643,,,,,776.7080000
"Kepler-186 c","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",7.26714715,,,,,177.5940000
"Kepler-187 c","Kepler-187",1,2,0,0,"Transit",2014,"Kepler",10.64026300,2.670,,,,1143.0000000
"Kepler-250 c","Kepler-250",1,3,0,0,"Transit",2014,"Kepler",7.15681552,,,,,760.5850000
"Kepler-245 d","Kepler-245",1,4,0,0,"Transit",2014,"Kepler",36.28011000,3.100,,,13.400,861.5270000
"Kepler-245 d","Kepler-245",1,4,0,0,"Transit",2014,"Kepler",36.27612380,,,,,861.5270000
"Kepler-81 c","Kepler-81",1,3,0,0,"Transit",2012,"Kepler",12.03991661,,,,,348.2910000
"Kepler-116 b","Kepler-116",1,2,0,0,"Transit",2014,"Kepler",5.96874100,2.740,,,0.340,955.1680000
"Kepler-502 b","Kepler-502",1,1,0,0,"Transit",2016,"Kepler",4.28686850,,,,,1591.0400000
"Kepler-502 b","Kepler-502",1,1,0,0,"Transit",2016,"Kepler",4.28685900,4.200,,,0.200,1591.0400000
"Kepler-128 b","Kepler-128",1,2,0,0,"Transit",2013,"Kepler",15.09200000,1.200,,,,396.3790000
"Kepler-128 b","Kepler-128",1,2,0,0,"Transit",2013,"Kepler",15.08960174,1.480,,,4.070,396.3790000
"Kepler-128 b","Kepler-128",1,2,0,0,"Transit",2013,"Kepler",15.08960174,1.430,,,,396.3790000
"Kepler-499 b","Kepler-499",1,1,0,0,"Transit",2016,"Kepler",5.63252845,2.100,,,,556.7260000
"Kepler-95 b","Kepler-95",1,1,0,0,"Transit",2014,"Kepler",,3.145,,,,445.6560000
"Kepler-1362 b","Kepler-1362",1,1,0,0,"Transit",2016,"Kepler",136.20562600,2.430,,,,731.2980000
"CoRoT-21 b","CoRoT-21",1,1,0,0,"Transit",2012,"CoRoT",2.72474000,14.572,705.58260,1.24000,4.100,
"Kepler-465 b","Kepler-465",1,1,0,0,"Transit",2016,"Kepler",9.94066641,,,,,553.0770000
"Kepler-105 b","Kepler-105",1,2,0,0,"Transit",2013,"Kepler",5.41200000,2.540,,,,459.2230000
"Kepler-147 c","Kepler-147",1,2,0,0,"Transit",2014,"Kepler",33.41600340,2.630,,,,1042.0200000
"Kepler-544 b","Kepler-544",1,1,0,0,"Transit",2016,"Kepler",21.41616926,2.020,,,,963.1800000
"Kepler-577 b","Kepler-577",1,1,0,0,"Transit",2016,"Kepler",25.69582143,,,,,524.2470000
"Kepler-577 b","Kepler-577",1,1,0,0,"Transit",2016,"Kepler",25.69581456,,,,,524.2470000
"Kepler-580 b","Kepler-580",1,1,0,0,"Transit",2016,"Kepler",8.22241964,,,,,323.8990000
"Kepler-150 c","Kepler-150",1,5,0,0,"Transit",2014,"Kepler",7.38195717,,,,,891.0920000
"Kepler-150 c","Kepler-150",1,5,0,0,"Transit",2014,"Kepler",7.38199600,3.700,,,3.500,891.0920000
"Kepler-238 e","Kepler-238",1,5,0,0,"Transit",2013,"Kepler",23.65370130,,,,,1798.7500000
"K2-148 b","K2-148",2,3,0,0,"Transit",2018,"K2",4.38393000,0.701,,,,124.4580000
"K2-411 b","K2-411",1,1,0,0,"Transit",2022,"K2",3.21410000,0.990,,,,298.2190000
"Kepler-238 e","Kepler-238",1,5,0,0,"Transit",2013,"Kepler",23.65369415,7.890,,,,1798.7500000
"Kepler-238 e","Kepler-238",1,5,0,0,"Transit",2013,"Kepler",23.65369415,,,,,1798.7500000
"Kepler-239 b","Kepler-239",1,2,0,0,"Transit",2014,"Kepler",11.76307164,,,,,648.1090000
"Kepler-581 b","Kepler-581",1,1,0,0,"Transit",2016,"Kepler",,2.253,,,,703.7580000
"Kepler-634 b","Kepler-634",1,1,0,0,"Transit",2016,"Kepler",5.16950286,,,,,888.0270000
"Kepler-95 b","Kepler-95",1,1,0,0,"Transit",2014,"Kepler",11.52307274,,,,,445.6560000
"Kepler-95 b","Kepler-95",1,1,0,0,"Transit",2014,"Kepler",11.52306746,,,,,445.6560000
"Kepler-156 c","Kepler-156",1,2,0,0,"Transit",2014,"Kepler",15.90687787,,,,,443.4830000
"Kepler-156 c","Kepler-156",1,2,0,0,"Transit",2014,"Kepler",15.90693119,,,,,443.4830000
"Kepler-575 b","Kepler-575",1,1,0,0,"Transit",2016,"Kepler",9.37891670,2.030,,,,853.9770000
"Kepler-149 b","Kepler-149",1,3,0,0,"Transit",2014,"Kepler",29.19894300,4.210,,,,571.0340000
"Kepler-234 b","Kepler-234",1,2,0,0,"Transit",2014,"Kepler",2.71149991,,,,,1733.1000000
"K2-28 b","K2-28",1,1,0,0,"Transit",2016,"K2",2.26043500,2.300,,,,62.9969000
"PDS 70 b","PDS 70",1,2,0,0,"Imaging",2018,"Paranal Observatory",,,,,0.005,113.0640000
"Kepler-509 b","Kepler-509",1,1,0,0,"Transit",2016,"Kepler",41.74600392,2.420,,,,332.4430000
"Kepler-464 b","Kepler-464",1,1,0,0,"Transit",2016,"Kepler",7.25696814,,,,,667.6040000
"PSR B1257+12 c","PSR B1257+12",1,3,0,0,"Pulsar Timing",1992,"Arecibo Observatory",66.54190000,,4.30000,,3.000,600.0000000
"Kepler-278 c","Kepler-278",1,2,0,0,"Transit",2014,"Kepler",51.07575600,3.360,,,,443.0300000
"Kepler-445 d","Kepler-445",1,3,0,0,"Transit",2015,"Kepler",8.15275885,5.370,,,6.610,127.2010000
"Kepler-445 d","Kepler-445",1,3,0,0,"Transit",2015,"Kepler",8.15272856,1.330,,,,127.2010000
"Kepler-541 b","Kepler-541",1,1,0,0,"Transit",2016,"Kepler",5.08006000,1.850,,,5.500,1060.6800000
"Kepler-541 b","Kepler-541",1,1,0,0,"Transit",2016,"Kepler",5.08005848,1.920,,,,1060.6800000
"Kepler-542 b","Kepler-542",1,1,0,0,"Transit",2016,"Kepler",13.14496741,,,,,436.0160000
"Kepler-272 d","Kepler-272",1,3,0,0,"Transit",2014,"Kepler",10.93725572,2.410,,,,889.6080000
"CoRoT-16 b","CoRoT-16",1,1,0,0,"Transit",2011,"CoRoT",5.35227000,13.115,168.13207,0.41000,6.700,732.4090000
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",1,1,0,0,"Microlensing",2012,"MOA",,,480.00000,,,2300.0000000
"Kepler-242 b","Kepler-242",1,2,0,0,"Transit",2014,"Kepler",8.20396870,3.040,,,,600.2410000
"Kepler-705 b","Kepler-705",1,1,0,0,"Transit",2016,"Kepler",56.05602601,,,,,276.8810000
"Kepler-206 c","Kepler-206",1,3,0,0,"Transit",2014,"Kepler",13.13746337,,,,,594.4470000
"Kepler-206 c","Kepler-206",1,3,0,0,"Transit",2014,"Kepler",13.13747785,,,,,594.4470000
"Kepler-173 c","Kepler-173",1,2,0,0,"Transit",2014,"Kepler",8.00577700,2.430,,,,833.1650000
"Kepler-539 b","Kepler-539",1,2,0,0,"Transit",2016,"Kepler",125.62887621,8.000,,,,307.3180000
"Kepler-600 b","Kepler-600",1,1,0,0,"Transit",2016,"Kepler",23.67523000,2.600,,,0.600,619.7230000
"Kepler-464 b","Kepler-464",1,1,0,0,"Transit",2016,"Kepler",7.25696522,3.380,,,,667.6040000
"Kepler-124 c","Kepler-124",1,3,0,0,"Transit",2014,"Kepler",13.82142084,,,,,420.0460000
"Kepler-241 b","Kepler-241",1,2,0,0,"Transit",2014,"Kepler",12.71809200,2.330,,,,
"Kepler-105 c","Kepler-105",1,2,0,0,"Transit",2014,"Kepler",7.12594591,1.880,,,,459.2230000
"Kepler-36 b","Kepler-36",1,2,0,0,"Transit",2012,"Kepler",13.84943000,1.210,,,6.400,527.9560000
"Kepler-36 b","Kepler-36",1,2,0,0,"Transit",2012,"Kepler",13.84984567,1.450,,,,527.9560000
"Kepler-117 c","Kepler-117",1,2,0,0,"Transit",2014,"Kepler",50.79039100,12.341,584.78000,1.74000,5.300,1455.5700000
"K2-239 c","K2-239",1,3,0,0,"Transit",2018,"K2",7.77500000,1.000,,,,31.0849000
"Kepler-706 b","Kepler-706",1,1,0,0,"Transit",2016,"Kepler",41.40831795,,,,,886.6670000
"Kepler-601 b","Kepler-601",1,1,0,0,"Transit",2016,"Kepler",5.37886800,1.860,,,,414.8250000
"Kepler-682 b","Kepler-682",1,1,0,0,"Transit",2016,"Kepler",12.61190400,7.100,,,2.000,1979.2500000
"Kepler-270 c","Kepler-270",1,2,0,0,"Transit",2014,"Kepler",25.26302680,1.500,,,,948.7810000
"Kepler-1332 b","Kepler-1332",1,1,0,0,"Transit",2016,"Kepler",11.87456832,1.140,,,,528.6850000
"Kepler-804 b","Kepler-804",1,2,0,0,"Transit",2016,"Kepler",14.37457351,1.900,,,,649.6500000
"Kepler-241 b","Kepler-241",1,2,0,0,"Transit",2014,"Kepler",12.71807000,2.170,,,13.900,
"Kepler-696 b","Kepler-696",1,1,0,0,"Transit",2016,"Kepler",4.19042566,,,,,1416.4400000
"Kepler-200 b","Kepler-200",1,2,0,0,"Transit",2014,"Kepler",8.59479202,2.190,,,3.630,665.9120000
"Kepler-200 b","Kepler-200",1,2,0,0,"Transit",2014,"Kepler",,1.894,,,,665.9120000
"Kepler-201 b","Kepler-201",1,2,0,0,"Transit",2014,"Kepler",25.67209545,,,,,636.4450000
"Kepler-201 b","Kepler-201",1,2,0,0,"Transit",2014,"Kepler",25.67216477,,,,,636.4450000
"Kepler-201 b","Kepler-201",1,2,0,0,"Transit",2014,"Kepler",25.67212848,2.730,,,,636.4450000
"Kepler-697 b","Kepler-697",1,1,0,0,"Transit",2016,"Kepler",3.70987078,4.350,,,,1277.3300000
"Kepler-698 b","Kepler-698",1,1,0,0,"Transit",2016,"Kepler",16.32986000,3.500,,,5.400,1995.5700000
"Kepler-687 b","Kepler-687",1,1,0,0,"Transit",2016,"Kepler",,3.263,,,,633.6600000
"Kepler-687 b","Kepler-687",1,1,0,0,"Transit",2016,"Kepler",20.50593500,3.600,,,13.900,633.6600000
"Kepler-235 b","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",3.34022436,2.110,,,,428.0180000
"Kepler-498 b","Kepler-498",1,1,0,0,"Transit",2016,"Kepler",9.61371600,3.000,,,6.500,938.8440000
"Kepler-463 b","Kepler-463",1,1,0,0,"Transit",2016,"Kepler",8.98101683,4.950,,,,394.8040000
"Kepler-115 c","Kepler-115",1,2,0,0,"Transit",2014,"Kepler",8.99090059,,,,,623.6090000
"Kepler-115 c","Kepler-115",1,2,0,0,"Transit",2014,"Kepler",,2.720,,,,623.6090000
"Kepler-44 b","Kepler-44",1,1,0,0,"Transit",2011,"Kepler",,12.615,,,,1188.0000000
"Kepler-504 b","Kepler-504",2,1,0,0,"Transit",2016,"Kepler",9.54927542,1.820,,,,99.0688000
"Kepler-700 b","Kepler-700",1,1,0,0,"Transit",2016,"Kepler",80.87206390,5.990,,,4.370,1491.7600000
"Kepler-235 b","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",3.34021995,2.180,,,,428.0180000
"Kepler-183 c","Kepler-183",1,2,0,0,"Transit",2014,"Kepler",11.63703030,,,,,1050.6400000
"Kepler-689 b","Kepler-689",1,1,0,0,"Transit",2016,"Kepler",,3.120,,,,1131.7300000
"Kepler-626 b","Kepler-626",1,1,0,0,"Transit",2016,"Kepler",14.48588200,3.100,,,6.500,635.6430000
"Kepler-626 b","Kepler-626",1,1,0,0,"Transit",2016,"Kepler",14.48585199,2.170,,,,635.6430000
"Kepler-627 b","Kepler-627",1,1,0,0,"Transit",2016,"Kepler",40.69937624,,,,,984.3070000
