pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"Kepler-619 b","Kepler-619",1,3,0,0,"Transit",2016,"Kepler",5.40426917,2.850,,,,900.6780000
"Kepler-297 c","Kepler-297",1,3,0,0,"Transit",2014,"Kepler",74.92011900,7.700,,,1.900,692.1400000
"Kepler-297 d","Kepler-297",1,3,0,0,"Transit",2023,"Kepler",150.01906090,13.540,,,,692.1400000
"Kepler-297 b","Kepler-297",1,3,0,0,"Transit",2014,"Kepler",38.86848956,2.810,,,,692.1400000
"Kepler-311 b","Kepler-311",1,3,0,0,"Transit",2014,"Kepler",9.17617167,1.660,,,,778.6540000
"Kepler-311 b","Kepler-311",1,3,0,0,"Transit",2014,"Kepler",9.17613539,1.570,,,,778.6540000
"Kepler-311 b","Kepler-311",1,3,0,0,"Transit",2014,"Kepler",9.17617167,,,,,778.6540000
"Kepler-347 b","Kepler-347",1,3,0,0,"Transit",2014,"Kepler",12.79838000,1.690,,,0.300,1298.8800000
"Kepler-347 b","Kepler-347",1,3,0,0,"Transit",2014,"Kepler",12.79830440,1.990,,,,1298.8800000
"Kepler-347 c","Kepler-347",1,3,0,0,"Transit",2014,"Kepler",27.32142420,3.610,,,,1298.8800000
"Kepler-1481 b","Kepler-1481",1,1,0,0,"Transit",2016,"Kepler",5.94220998,1.230,,,3.890,459.0760000
"Kepler-1483 b","Kepler-1483",1,1,0,0,"Transit",2016,"Kepler",9.50851560,1.070,,,,1273.7800000
"Kepler-1484 b","Kepler-1484",1,1,0,0,"Transit",2016,"Kepler",30.45491360,2.300,,,,2879.8300000
"Kepler-1485 b","Kepler-1485",1,1,0,0,"Transit",2016,"Kepler",19.91586679,,,,,615.6600000
"Kepler-920 c","Kepler-920",1,2,0,0,"Transit",2016,"Kepler",100.82741130,4.050,,,,1001.6800000
"Kepler-188 b","Kepler-188",1,2,0,0,"Transit",2014,"Kepler",,1.574,,,,968.5440000
"Kepler-750 b","Kepler-750",1,2,0,0,"Transit",2016,"Kepler",,3.313,,,,1296.0200000
"Kepler-1330 b","Kepler-1330",1,1,0,0,"Transit",2016,"Kepler",,3.000,,,,1720.4800000
"Kepler-789 b","Kepler-789",1,1,0,0,"Transit",2016,"Kepler",,3.407,,,,1480.1600000
"Kepler-640 b","Kepler-640",1,1,0,0,"Transit",2016,"Kepler",,2.847,,,,557.7870000
"Kepler-1159 b","Kepler-1159",1,1,0,0,"Transit",2016,"Kepler",,2.186,,,,1213.7100000
"Kepler-1439 b","Kepler-1439",1,1,0,0,"Transit",2016,"Kepler",8.07392849,1.300,,,,225.3930000
"Kepler-1452 b","Kepler-1452",1,1,0,0,"Transit",2016,"Kepler",42.91411148,,,,,996.3200000
"Kepler-1452 b","Kepler-1452",1,1,0,0,"Transit",2016,"Kepler",42.91366350,3.190,,,,996.3200000
"Kepler-1453 b","Kepler-1453",1,1,0,0,"Transit",2016,"Kepler",47.16116960,2.740,,,,1196.0400000
"Kepler-438 b","Kepler-438",1,1,0,0,"Transit",2015,"Kepler",35.23318000,0.980,,,,
"Kepler-1457 b","Kepler-1457",1,1,0,0,"Transit",2016,"Kepler",51.11000858,,,,,889.8850000
"Kepler-1457 b","Kepler-1457",1,1,0,0,"Transit",2016,"Kepler",51.11047970,1.600,,,,889.8850000
"Kepler-1458 b","Kepler-1458",1,1,0,0,"Transit",2016,"Kepler",47.98727640,2.930,,,,544.4500000
"Kepler-449 c","Kepler-449",1,2,0,0,"Transit",2015,"Kepler",33.67276962,1.970,,,9.770,241.9490000
"Kepler-1098 b","Kepler-1098",1,1,0,0,"Transit",2016,"Kepler",,1.477,,,,1049.1900000
"Kepler-676 b","Kepler-676",1,1,0,0,"Transit",2016,"Kepler",,3.144,,,,295.1960000
"Kepler-316 c","Kepler-316",1,2,0,0,"Transit",2014,"Kepler",,1.598,,,,384.9380000
"Kepler-340 c","Kepler-340",1,2,0,0,"Transit",2014,"Kepler",,3.055,,,,808.7620000
"Kepler-864 b","Kepler-864",1,2,0,0,"Transit",2016,"Kepler",5.83376197,,,,,2022.9000000
"Kepler-949 b","Kepler-949",1,2,0,0,"Transit",2016,"Kepler",8.68930730,3.030,,,,486.1050000
"Kepler-1052 c","Kepler-1052",1,2,0,0,"Transit",2023,"Kepler",180.92172900,2.300,,,,943.4440000
"Kepler-1859 b","Kepler-1859",1,2,0,0,"Transit",2021,"Kepler",2.72967900,1.230,,,2.500,1331.2500000
"Kepler-1859 b","Kepler-1859",1,2,0,0,"Transit",2021,"Kepler",2.72959995,1.583,,,,1331.2500000
"Kepler-975 b","Kepler-975",1,2,0,0,"Transit",2016,"Kepler",1.97034246,3.350,,,,426.0880000
"Kepler-1610 c","Kepler-1610",1,2,0,0,"Transit",2023,"Kepler",44.98529816,2.206,,,,864.3310000
"Kepler-656 b","Kepler-656",1,2,0,0,"Transit",2016,"Kepler",1.26025918,,,,,890.3520000
"Kepler-157 d","Kepler-157",1,3,0,0,"Transit",2016,"Kepler",7.02573812,,,,,773.7130000
"Kepler-920 c","Kepler-920",1,2,0,0,"Transit",2016,"Kepler",100.82767250,4.350,,,,1001.6800000
"Kepler-920 c","Kepler-920",1,2,0,0,"Transit",2016,"Kepler",100.82767250,,,,,1001.6800000
"Kepler-867 b","Kepler-867",1,1,0,0,"Transit",2016,"Kepler",,6.516,,,,1195.5400000
"Kepler-368 c","Kepler-368",1,2,0,0,"Transit",2014,"Kepler",,4.510,,,,770.9780000
"Kepler-154 c","Kepler-154",1,5,0,0,"Transit",2014,"Kepler",62.30327600,2.950,,,,915.2120000
"Kepler-154 c","Kepler-154",1,5,0,0,"Transit",2014,"Kepler",62.30268770,,,,,915.2120000
"Kepler-368 c","Kepler-368",1,2,0,0,"Transit",2014,"Kepler",72.38130100,1.420,,,,770.9780000
"Kepler-1541 b","Kepler-1541",1,1,0,0,"Transit",2016,"Kepler",,1.061,,,,416.6920000
"Kepler-1541 b","Kepler-1541",1,1,0,0,"Transit",2016,"Kepler",8.40693068,,,,,416.6920000
"Kepler-1542 c","Kepler-1542",1,4,0,0,"Transit",2016,"Kepler",2.89222871,,,,,399.1140000
"Kepler-1460 b","Kepler-1460",1,1,0,0,"Transit",2016,"Kepler",29.96332470,1.890,,,,553.2180000
"Kepler-274 b","Kepler-274",1,2,0,0,"Transit",2014,"Kepler",11.63486400,1.920,,,3.630,1333.6200000
"Kepler-157 d","Kepler-157",1,3,0,0,"Transit",2016,"Kepler",7.02576300,1.520,,,0.300,773.7130000
"Kepler-157 d","Kepler-157",1,3,0,0,"Transit",2016,"Kepler",7.02574090,,,,,773.7130000
"Kepler-169 b","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",3.25058053,1.300,,,,406.5290000
"Kepler-169 b","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",3.25058201,1.190,,,,406.5290000
"Kepler-169 d","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",8.34820746,,,,,406.5290000
"Kepler-169 f","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",87.09125940,,,,,406.5290000
"Kepler-171 d","Kepler-171",1,3,0,0,"Transit",2014,"Kepler",39.60340000,,,,,863.8550000
"Kepler-172 e","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",,3.287,,,,828.5920000
"Kepler-1469 b","Kepler-1469",1,1,0,0,"Transit",2016,"Kepler",21.86346380,,,,,1159.3000000
"Kepler-181 b","Kepler-181",1,2,0,0,"Transit",2014,"Kepler",3.13787300,1.270,,,,609.2830000
"Kepler-213 b","Kepler-213",1,2,0,0,"Transit",2014,"Kepler",2.46234217,1.310,,,1.620,634.9390000
"Kepler-1894 c","Kepler-1894",1,2,0,0,"Transit",2023,"Kepler",5.05366499,1.230,,,,935.1910000
"Kepler-1894 c","Kepler-1894",1,2,0,0,"Transit",2023,"Kepler",5.05368985,1.210,,,,935.1910000
"Kepler-1542 c","Kepler-1542",1,4,0,0,"Transit",2016,"Kepler",2.89223998,,,,,399.1140000
"Kepler-1544 b","Kepler-1544",1,1,0,0,"Transit",2016,"Kepler",168.81117400,1.830,,,,335.0900000
"Kepler-1545 b","Kepler-1545",1,1,0,0,"Transit",2016,"Kepler",,2.825,,,,729.9640000
"Kepler-1471 b","Kepler-1471",1,2,0,0,"Transit",2016,"Kepler",3.63899398,1.320,,,,978.6780000
"Kepler-975 b","Kepler-975",1,2,0,0,"Transit",2016,"Kepler",1.97034055,,,,,426.0880000
"Kepler-975 c","Kepler-975",1,2,0,0,"Transit",2023,"Kepler",5.05821320,5.990,,,,426.0880000
"Kepler-975 b","Kepler-975",1,2,0,0,"Transit",2016,"Kepler",1.97034020,3.970,,,,426.0880000
"Kepler-975 b","Kepler-975",1,2,0,0,"Transit",2016,"Kepler",1.97034246,3.350,,,,426.0880000
"Kepler-1487 c","Kepler-1487",1,2,0,0,"Transit",2023,"Kepler",35.80071120,7.970,,,,1014.6200000
"Kepler-58 d","Kepler-58",1,4,0,0,"Transit",2014,"Kepler",40.10142720,3.310,,,,969.2520000
"Kepler-58 c","Kepler-58",1,4,0,0,"Transit",2012,"Kepler",,2.674,,,,969.2520000
"Kepler-58 c","Kepler-58",1,4,0,0,"Transit",2012,"Kepler",15.57363551,2.930,,,,969.2520000
"Kepler-58 c","Kepler-58",1,4,0,0,"Transit",2012,"Kepler",15.57363700,2.940,,,,969.2520000
"Kepler-58 d","Kepler-58",1,4,0,0,"Transit",2014,"Kepler",40.10155610,,,,,969.2520000
"Kepler-416 c","Kepler-416",1,3,0,0,"Transit Timing Variations",2014,"Kepler",,2.564,,,,690.8190000
"Kepler-416 c","Kepler-416",1,3,0,0,"Transit Timing Variations",2014,"Kepler",12.20945351,2.540,,,,690.8190000
"Kepler-416 d","Kepler-416",1,3,0,0,"Transit",2023,"Kepler",3.07644709,1.610,,,,690.8190000
"Kepler-416 b","Kepler-416",1,3,0,0,"Transit Timing Variations",2014,"Kepler",6.31942727,2.620,,,,690.8190000
"Kepler-1801 b","Kepler-1801",1,2,0,0,"Transit",2021,"Kepler",10.44090078,,,,,839.3320000
"Kepler-1801 b","Kepler-1801",1,2,0,0,"Transit",2021,"Kepler",10.44087398,3.410,,,,839.3320000
"Kepler-1801 c","Kepler-1801",1,2,0,0,"Transit",2023,"Kepler",116.58499910,4.059,,,,839.3320000
"Kepler-1500 b","Kepler-1500",1,1,0,0,"Transit",2016,"Kepler",15.03306230,,,,,1217.8200000
"Kepler-1501 b","Kepler-1501",1,1,0,0,"Transit",2016,"Kepler",14.55645330,1.380,,,,749.0600000
"Kepler-1502 b","Kepler-1502",1,1,0,0,"Transit",2016,"Kepler",41.70840630,,,,,1514.0200000
"Kepler-1503 b","Kepler-1503",1,1,0,0,"Transit",2016,"Kepler",96.16900198,,,,,1225.5700000
"Kepler-1508 b","Kepler-1508",1,1,0,0,"Transit",2016,"Kepler",20.70565040,0.980,,,,1260.2800000
"Kepler-1508 b","Kepler-1508",1,1,0,0,"Transit",2016,"Kepler",20.70565040,0.980,,,,1260.2800000
"Kepler-161 b","Kepler-161",1,2,0,0,"Transit",2014,"Kepler",4.92135468,2.290,,,4.680,434.6320000
"Kepler-203 c","Kepler-203",1,3,0,0,"Transit",2014,"Kepler",5.37064587,2.370,,,5.500,703.3020000
"Kepler-296 f","Kepler-296",2,5,0,0,"Transit",2014,"Kepler",63.33666060,1.230,,,,
"Kepler-1470 b","Kepler-1470",1,1,0,0,"Transit",2016,"Kepler",16.29501586,,,,,590.6010000
"Kepler-290 d","Kepler-290",1,3,0,0,"Transit",2023,"Kepler",0.76401755,,,,,694.6270000
"Kepler-1869 c","Kepler-1869",1,2,0,0,"Transit",2023,"Kepler",1.71682880,,,,,113.0250000
"Kepler-1869 b","Kepler-1869",1,2,0,0,"Transit",2021,"Kepler",8.16735028,2.070,,,,113.0250000
"Kepler-1869 b","Kepler-1869",1,2,0,0,"Transit",2021,"Kepler",8.16733851,1.030,,,,113.0250000
"Kepler-1869 c","Kepler-1869",1,2,0,0,"Transit",2023,"Kepler",1.71684003,0.830,,,,113.0250000
"Kepler-1472 b","Kepler-1472",1,1,0,0,"Transit",2016,"Kepler",38.13033240,,,,,1479.1400000
"Kepler-865 b","Kepler-865",1,2,0,0,"Transit",2016,"Kepler",14.16399400,2.500,,,13.800,586.1370000
"Kepler-865 c","Kepler-865",1,2,0,0,"Transit",2023,"Kepler",6.20925415,0.900,,,,586.1370000
"Kepler-865 b","Kepler-865",1,2,0,0,"Transit",2016,"Kepler",14.16400071,,,,,586.1370000
"Kepler-880 b","Kepler-880",1,2,0,0,"Transit",2016,"Kepler",7.71468919,,,,,601.3240000
"Kepler-880 b","Kepler-880",1,2,0,0,"Transit",2016,"Kepler",7.71468975,2.150,,,,601.3240000
"Kepler-880 b","Kepler-880",1,2,0,0,"Transit",2016,"Kepler",7.71467686,4.650,,,,601.3240000
"Kepler-880 c","Kepler-880",1,2,0,0,"Transit",2023,"Kepler",11.80617370,,,,,601.3240000
"Kepler-896 b","Kepler-896",1,2,0,0,"Transit",2016,"Kepler",144.54310000,2.900,,,2.300,2334.9300000
"Kepler-896 b","Kepler-896",1,2,0,0,"Transit",2016,"Kepler",,7.893,,,,2334.9300000
"Kepler-896 b","Kepler-896",1,2,0,0,"Transit",2016,"Kepler",144.54739600,2.600,,,,2334.9300000
"Kepler-763 c","Kepler-763",1,3,0,0,"Transit",2023,"Kepler",4.09666758,1.390,,,,962.4590000
"Kepler-763 b","Kepler-763",1,3,0,0,"Transit",2016,"Kepler",1.19654846,,,,,962.4590000
"Kepler-1518 c","Kepler-1518",1,2,0,0,"Transit",2023,"Kepler",9.63095300,3.330,,,,903.5100000
"Kepler-1518 b","Kepler-1518",1,2,0,0,"Transit",2016,"Kepler",5.11175470,,,,,903.5100000
"Kepler-1162 c","Kepler-1162",1,2,0,0,"Transit",2023,"Kepler",59.28408595,,,,,940.2110000
"Kepler-1162 b","Kepler-1162",1,2,0,0,"Transit",2016,"Kepler",32.56356274,,,,,940.2110000
"Kepler-1610 b","Kepler-1610",1,2,0,0,"Transit",2016,"Kepler",,1.185,,,,864.3310000
"Kepler-1610 b","Kepler-1610",1,2,0,0,"Transit",2016,"Kepler",8.70181574,1.450,,,,864.3310000
"Kepler-1610 b","Kepler-1610",1,2,0,0,"Transit",2016,"Kepler",8.70179611,1.370,,,,864.3310000
"Kepler-1921 c","Kepler-1921",1,2,0,0,"Transit",2023,"Kepler",3.15722086,1.410,,,,928.9890000
"Kepler-1921 c","Kepler-1921",1,2,0,0,"Transit",2023,"Kepler",3.15721824,1.440,,,,928.9890000
"Kepler-1921 b","Kepler-1921",1,2,0,0,"Transit",2021,"Kepler",20.03494560,2.300,,,,928.9890000
"Kepler-1921 c","Kepler-1921",1,2,0,0,"Transit",2023,"Kepler",3.15721989,1.687,,,,928.9890000
"Kepler-1126 c","Kepler-1126",1,2,0,0,"Transit",2023,"Kepler",199.66453700,1.540,,,,635.7360000
"Kepler-1491 b","Kepler-1491",1,2,0,0,"Transit",2016,"Kepler",16.58617620,1.390,,,,2065.5900000
"Kepler-1491 c","Kepler-1491",1,2,0,0,"Transit",2023,"Kepler",61.56976500,,,,,2065.5900000
"Kepler-1473 b","Kepler-1473",1,1,0,0,"Transit",2016,"Kepler",14.42735510,1.150,,,,652.2530000
"Kepler-1475 b","Kepler-1475",1,1,0,0,"Transit",2016,"Kepler",82.17587878,,,,,1568.3800000
"Kepler-1476 b","Kepler-1476",1,1,0,0,"Transit",2016,"Kepler",10.35856873,,,,,1002.7400000
"Kepler-1477 b","Kepler-1477",1,1,0,0,"Transit",2016,"Kepler",11.55532445,,,,,680.8280000
"Kepler-401 b","Kepler-401",1,3,0,0,"Transit",2014,"Kepler",14.38338734,1.690,,,3.390,965.5600000
"Kepler-1558 b","Kepler-1558",1,1,0,0,"Transit",2016,"Kepler",3.50470358,0.680,,,4.900,325.7370000
"Kepler-697 b","Kepler-697",1,1,0,0,"Transit",2016,"Kepler",3.70987065,4.130,,,4.370,1277.3300000
"Kepler-330 b","Kepler-330",1,2,0,0,"Transit",2014,"Kepler",8.25981532,1.320,,,5.130,717.5270000
"Kepler-1214 b","Kepler-1214",1,1,0,0,"Transit",2016,"Kepler",18.82634264,2.360,,,4.680,729.2270000
"Kepler-200 c","Kepler-200",1,2,0,0,"Transit",2014,"Kepler",10.22215700,1.590,,,,665.9120000
"Kepler-200 c","Kepler-200",1,2,0,0,"Transit",2014,"Kepler",10.22215697,,,,,665.9120000
"Kepler-208 d","Kepler-208",1,4,0,0,"Transit",2014,"Kepler",11.13168761,,,,,775.3280000
"Kepler-1509 b","Kepler-1509",1,1,0,0,"Transit",2016,"Kepler",25.43359187,,,,,2002.9600000
"Kepler-1510 b","Kepler-1510",1,1,0,0,"Transit",2016,"Kepler",84.70413900,4.170,,,,1696.2500000
"Kepler-1511 b","Kepler-1511",1,1,0,0,"Transit",2016,"Kepler",23.23853558,,,,,1475.6000000
"K2-270 c","K2-270",1,2,0,0,"Transit",2018,"K2",4.40000000,,,,,280.5180000
"Kepler-182 c","Kepler-182",1,2,0,0,"Transit",2014,"Kepler",20.68422311,3.900,,,3.090,1549.0900000
"Kepler-307 c","Kepler-307",1,2,0,0,"Transit",2013,"Kepler",13.08424096,2.790,,,6.610,575.5810000
"NGTS-6 b","NGTS-6",1,1,0,0,"Transit",2019,"Paranal Observatory",0.88205900,14.863,425.57437,0.71100,9.770,308.2620000
"Kepler-310 b","Kepler-310",1,3,0,0,"Transit",2014,"Kepler",13.93072278,1.250,,,4.470,602.2680000
"Kepler-1441 b","Kepler-1441",1,1,0,0,"Transit",2016,"Kepler",39.44198390,1.110,,,,1110.4800000
"Kepler-135 c","Kepler-135",1,2,0,0,"Transit",2014,"Kepler",11.44870800,1.160,,,,621.8550000
"Kepler-208 d","Kepler-208",1,4,0,0,"Transit",2014,"Kepler",11.13179010,,,,,775.3280000
"Kepler-215 e","Kepler-215",1,4,0,0,"Transit",2014,"Kepler",68.16179036,,,,,485.9970000
"Kepler-215 e","Kepler-215",1,4,0,0,"Transit",2014,"Kepler",68.16030000,1.800,,,6.400,485.9970000
"Kepler-217 c","Kepler-217",1,3,0,0,"Transit",2014,"Kepler",8.58586259,,,,,1104.6400000
"Kepler-220 d","Kepler-220",1,4,0,0,"Transit",2014,"Kepler",,0.949,,,,171.1090000
"Kepler-220 d","Kepler-220",1,4,0,0,"Transit",2014,"Kepler",,0.964,,,,171.1090000
"Kepler-220 e","Kepler-220",1,4,0,0,"Transit",2014,"Kepler",,1.273,,,,171.1090000
"Kepler-220 e","Kepler-220",1,4,0,0,"Transit",2014,"Kepler",45.90275660,1.250,,,8.320,171.1090000
"Kepler-220 e","Kepler-220",1,4,0,0,"Transit",2014,"Kepler",45.90297680,1.180,,,,171.1090000
"Kepler-1490 b","Kepler-1490",1,1,0,0,"Transit",2016,"Kepler",,3.023,,,,862.9200000
"Kepler-219 c","Kepler-219",1,3,0,0,"Transit",2014,"Kepler",,3.170,,,,787.0700000
"Kepler-299 c","Kepler-299",1,4,0,0,"Transit",2014,"Kepler",,2.685,,,,1052.2400000
"Kepler-627 b","Kepler-627",1,1,0,0,"Transit",2016,"Kepler",,3.176,,,,984.3070000
"Kepler-1360 b","Kepler-1360",1,1,0,0,"Transit",2016,"Kepler",,4.023,,,,1516.2700000
"Kepler-1385 b","Kepler-1385",1,1,0,0,"Transit",2016,"Kepler",,1.067,,,,688.7950000
"Kepler-173 b","Kepler-173",1,2,0,0,"Transit",2014,"Kepler",,1.512,,,,833.1650000
"Kepler-692 b","Kepler-692",1,1,0,0,"Transit",2016,"Kepler",21.81293000,3.600,,,12.200,991.3360000
"Kepler-199 b","Kepler-199",1,2,0,0,"Transit",2014,"Kepler",23.64210501,,,,,521.0540000
"Kepler-199 b","Kepler-199",1,2,0,0,"Transit",2014,"Kepler",23.63688300,3.800,,,6.700,521.0540000
"Kepler-631 b","Kepler-631",1,1,0,0,"Transit",2016,"Kepler",17.97979059,2.180,,,,761.9660000
"Kepler-110 b","Kepler-110",1,2,0,0,"Transit",2014,"Kepler",12.69105209,2.390,,,4.470,586.5310000
"Kepler-110 b","Kepler-110",1,2,0,0,"Transit",2014,"Kepler",12.69105209,2.960,,,,586.5310000
"Kepler-198 b","Kepler-198",1,3,0,0,"Transit",2014,"Kepler",17.79001285,,,,,495.3580000
"Kepler-198 b","Kepler-198",1,3,0,0,"Transit",2014,"Kepler",17.79001678,2.700,,,,495.3580000
"Kepler-576 b","Kepler-576",1,1,0,0,"Transit",2016,"Kepler",29.91136794,4.060,,,,617.5500000
"Kepler-157 c","Kepler-157",1,3,0,0,"Transit",2014,"Kepler",13.54057461,,,,,773.7130000
"Kepler-1515 b","Kepler-1515",1,1,0,0,"Transit",2016,"Kepler",,10.539,,,,539.3210000
"Kepler-603 c","Kepler-603",1,3,0,0,"Transit",2016,"Kepler",127.90757740,6.500,,,4.370,1539.6300000
"Kepler-603 b","Kepler-603",1,3,0,0,"Transit",2016,"Kepler",21.05611138,,,,,1539.6300000
"Kepler-603 b","Kepler-603",1,3,0,0,"Transit",2016,"Kepler",21.05349939,2.750,,,,1539.6300000
"TOI-181 b","TOI-181",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.53205017,7.059,,,,96.2338000
"CoRoT-3 b","CoRoT-3",1,1,0,0,"Transit",2008,"CoRoT",4.25679940,11.135,6747.53090,,,768.7710000
"TOI-561 b","TOI-561",1,4,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",0.44656943,1.371,,,,85.7990000
"TOI-561 d","TOI-561",1,4,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",25.62000000,2.530,11.95000,4.10000,5.000,85.7990000
"Kepler-1515 b","Kepler-1515",1,1,0,0,"Transit",2016,"Kepler",214.31141640,9.330,,,,539.3210000
"Kepler-1976 b","Kepler-1976",1,1,0,0,"Transit Timing Variations",2023,"Kepler",4.95931950,,,,,1314.5100000
"Kepler-1976 b","Kepler-1976",1,1,0,0,"Transit Timing Variations",2023,"Kepler",4.95933470,10.900,,,0.300,1314.5100000
"Kepler-1976 b","Kepler-1976",1,1,0,0,"Transit Timing Variations",2023,"Kepler",4.95931945,11.880,,,,1314.5100000
"Kepler-507 b","Kepler-507",1,1,0,0,"Transit",2016,"Kepler",3.56806500,1.290,,,2.900,391.6440000
"Kepler-120 c","Kepler-120",1,2,0,0,"Transit",2014,"Kepler",,2.038,,,,388.6300000
"Kepler-479 b","Kepler-479",1,1,0,0,"Transit",2016,"Kepler",12.49340725,,,,,344.9010000
"K2-121 b","K2-121",1,1,0,0,"Transit",2017,"K2",5.18575390,7.520,,,,169.3980000
"K2-277 b","K2-277",1,1,0,0,"Transit",2018,"K2",6.32676300,2.070,,,,113.1230000
"Kepler-170 b","Kepler-170",1,2,0,0,"Transit",2014,"Kepler",7.93058775,2.940,,,,738.6570000
"Kepler-555 b","Kepler-555",1,1,0,0,"Transit",2016,"Kepler",16.21775587,,,,,973.1210000
"Kepler-170 b","Kepler-170",1,2,0,0,"Transit",2014,"Kepler",7.93058352,,,,,738.6570000
"Kepler-638 b","Kepler-638",1,1,0,0,"Transit",2016,"Kepler",6.07972016,,,,,991.2140000
"Kepler-701 b","Kepler-701",1,1,0,0,"Transit",2016,"Kepler",10.35533177,3.090,,,,774.1520000
"Kepler-557 b","Kepler-557",1,1,0,0,"Transit",2016,"Kepler",,5.153,,,,2097.1200000
"Kepler-557 b","Kepler-557",1,1,0,0,"Transit",2016,"Kepler",3.70599166,2.430,,,,2097.1200000
"Kepler-702 b","Kepler-702",1,1,0,0,"Transit",2016,"Kepler",10.52629443,,,,,992.0710000
"Kepler-171 b","Kepler-171",1,3,0,0,"Transit",2014,"Kepler",4.16697200,2.340,,,,863.8550000
"Kepler-704 b","Kepler-704",1,1,0,0,"Transit",2016,"Kepler",3.76182115,2.610,,,5.130,1228.8300000
"Kepler-172 b","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",2.94030900,2.350,,,,828.5920000
"Kepler-237 c","Kepler-237",1,2,0,0,"Transit",2014,"Kepler",,2.221,,,,657.8220000
"Kepler-172 b","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",2.94030482,,,,,828.5920000
"HATS-34 b","HATS-34",1,1,0,0,"Transit",2016,"HATSouth",2.10616100,,,,7.700,508.8420000
"Kepler-478 b","Kepler-478",1,1,0,0,"Transit",2016,"Kepler",13.22175358,,,,,
"Kepler-114 c","Kepler-114",1,3,0,0,"Transit",2013,"Kepler",8.04133121,1.700,,,2.690,259.5330000
"Kepler-23 c","Kepler-23",1,3,0,0,"Transit",2011,"Kepler",10.74244253,,,,,835.7560000
"Kepler-480 b","Kepler-480",1,1,0,0,"Transit",2016,"Kepler",,2.984,,,,847.5080000
"Kepler-480 b","Kepler-480",1,1,0,0,"Transit",2016,"Kepler",4.91958380,2.430,,,,847.5080000
"Kepler-635 b","Kepler-635",1,1,0,0,"Transit",2016,"Kepler",23.44964313,,,,,1141.0800000
"Kepler-695 b","Kepler-695",1,1,0,0,"Transit",2016,"Kepler",3.04033427,,,,,842.9470000
"Kepler-546 b","Kepler-546",1,1,0,0,"Transit",2016,"Kepler",4.14702026,7.430,,,,1019.6500000
"Kepler-169 e","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",13.76708539,2.300,,,3.720,406.5290000
"Kepler-169 e","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",,2.156,,,,406.5290000
"Kepler-169 e","Kepler-169",1,5,0,0,"Transit",2014,"Kepler",13.76710058,2.240,,,,406.5290000
"Kepler-599 b","Kepler-599",1,1,0,0,"Transit",2016,"Kepler",,2.119,,,,558.5170000
"Kepler-151 b","Kepler-151",1,2,0,0,"Transit",2014,"Kepler",15.22895698,3.010,,,4.680,649.9190000
"Kepler-151 b","Kepler-151",1,2,0,0,"Transit",2014,"Kepler",15.22896598,,,,,649.9190000
"KMT-2019-BLG-0371L b","KMT-2019-BLG-0371L",1,1,0,0,"Microlensing",2021,"KMTNet",,,3807.58432,,,7040.0000000
"Kepler-122 b","Kepler-122",1,5,0,0,"Transit",2014,"Kepler",5.76619300,2.340,,,,1027.4500000
"Kepler-114 b","Kepler-114",1,3,0,0,"Transit",2014,"Kepler",5.18848874,,,,,259.5330000
"Kepler-110 c","Kepler-110",1,2,0,0,"Transit",2014,"Kepler",31.71977798,,,,,586.5310000
"Kepler-113 b","Kepler-113",1,2,0,0,"Transit",2014,"Kepler",,2.164,,,,262.3510000
"Kepler-113 b","Kepler-113",1,2,0,0,"Transit",2014,"Kepler",4.75399400,2.070,,,7.200,262.3510000
"Kepler-114 d","Kepler-114",1,3,0,0,"Transit",2013,"Kepler",11.77617931,1.950,,,,259.5330000
"Kepler-42 b","Kepler-42",1,3,0,0,"Transit",2011,"Kepler",1.21377022,0.870,,,,40.0595000
"Kepler-460 c","KIC 5437945",1,2,0,0,"Transit",2016,"Kepler",220.13033570,6.100,,,,1274.0100000
"Kepler-173 c","Kepler-173",1,2,0,0,"Transit",2014,"Kepler",8.00578366,2.410,,,,833.1650000
"Kepler-1545 b","Kepler-1545",1,1,0,0,"Transit",2016,"Kepler",163.69234900,2.710,,,,729.9640000
"Kepler-108 c","Kepler-108",2,2,0,0,"Transit",2014,"Kepler",190.32140000,8.230,,,,338.7320000
"Kepler-81 c","Kepler-81",1,3,0,0,"Transit",2012,"Kepler",12.03987488,,,,,348.2910000
"Kepler-247 d","Kepler-247",1,3,0,0,"Transit",2014,"Kepler",20.47735749,5.000,,,,663.7110000
"Kepler-83 d","Kepler-83",2,3,0,0,"Transit",2014,"Kepler",5.16979600,1.940,,,,400.4090000
